Entry	Entry name	Protein names	Gene names  (primary )	Status
A0A6D0D675	A0A6D0D675_ECOLX	Transcriptional regulatory protein RcsA	rcsA	unreviewed
A0A6D0BYZ8	A0A6D0BYZ8_ECOLX	PTS sugar transporter subunit IIA		unreviewed
A0A377FHM8	A0A377FHM8_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A7L5KWB7	A0A7L5KWB7_ECOLX	RidA family protein		unreviewed
A0A6D0BYU1	A0A6D0BYU1_ECOLX	Vancomycin high temperature exclusion protein		unreviewed
A0A6D0BY81	A0A6D0BY81_ECOLX	Uncharacterized protein		unreviewed
A0A6D0BSG0	A0A6D0BSG0_ECOLX	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	sppA	unreviewed
A0A6N8LZS9	A0A6N8LZS9_ECOLX	YjjI family glycine radical enzyme		unreviewed
A0A6D0D665	A0A6D0D665_ECOLX	Phosphohydrolase		unreviewed
A0A6D0D1M0	A0A6D0D1M0_ECOLX	UvrY/SirA/GacA family response regulator transcription factor	uvrY	unreviewed
A0A6N8M4N2	A0A6N8M4N2_ECOLX	50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	prmB	unreviewed
A0A6D0D880	A0A6D0D880_ECOLX	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA	unreviewed
A0A6A0MGP0	A0A6A0MGP0_ECOLX	Phage minor tail protein L		unreviewed
A0A7L5KX56	A0A7L5KX56_ECOLX	tRNA/tmRNA (uracil-C(5))-methyltransferase (EC 2.1.1.35) (tRNA (uracil(54)-C(5))-methyltransferase) (tRNA(m5U54)-methyltransferase) (RUMT) (tmRNA (uracil(341)-C(5))-methyltransferase)	trmA	unreviewed
A0A7L5L116	A0A7L5L116_ECOLX	ABC transporter permease		unreviewed
A0A3A6RWJ6	A0A3A6RWJ6_ECOLX	IS6 family transposase (Fragment)		unreviewed
A0A7L5KWD7	A0A7L5KWD7_ECOLX	Uncharacterized protein		unreviewed
A0A6D0C1J8	A0A6D0C1J8_ECOLX	Methyl-accepting chemotaxis protein II	tar	unreviewed
A0A193QDW9	A0A193QDW9_ECOLX	Aminoglycoside N(3)-acetyltransferase (EC 2.3.1.81)	aacC	unreviewed
A0A6D0D3M4	A0A6D0D3M4_ECOLX	Protein phosphatase 2C domain-containing protein		unreviewed
A0A6D0D3L6	A0A6D0D3L6_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A6N8MEE6	A0A6N8MEE6_ECOLX	Alpha,alpha-phosphotrehalase (EC 3.2.1.93)		unreviewed
A0A7L5KWV8	A0A7L5KWV8_ECOLX	YaeF family permuted papain-like enzyme		unreviewed
A0A6N8M4T2	A0A6N8M4T2_ECOLX	Phage head morphogenesis protein		unreviewed
A0A376I5A8	A0A376I5A8_ECOLX	Beta-lactamase (EC 3.5.2.6)	bla	unreviewed
A0A7L5L1X4	A0A7L5L1X4_ECOLX	Ead/Ea22-like family protein		unreviewed
A0A6D0DDK9	A0A6D0DDK9_ECOLX	Oligosaccharide flippase family protein (Fragment)		unreviewed
A0A6D0BXE7	A0A6D0BXE7_ECOLX	Uncharacterized protein		unreviewed
A0A4Z0TMG4	A0A4Z0TMG4_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A6D0BZX2	A0A6D0BZX2_ECOLX	Peptide chain release factor H		unreviewed
A0A5B9AF92	A0A5B9AF92_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaEC	unreviewed
A0A6D0C1B1	A0A6D0C1B1_ECOLX	AcrB/AcrD/AcrF family protein		unreviewed
A0A6N8PMJ6	A0A6N8PMJ6_ECOLX	TetR family transcriptional regulator (Fragment)		unreviewed
A0A7L5KW99	A0A7L5KW99_ECOLX	PTS ascorbate transporter subunit IIC	ulaA	unreviewed
A0A271R971	A0A271R971_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A6D0DAP8	A0A6D0DAP8_ECOLX	Glycosyltransferase family 1 protein (Fragment)		unreviewed
A0A6D0D7L7	A0A6D0D7L7_ECOLX	DUF551 domain-containing protein (Fragment)		unreviewed
A0A6D0C0J3	A0A6D0C0J3_ECOLX	Fimbria/pilus outer membrane usher protein		unreviewed
A0A6D0BVZ3	A0A6D0BVZ3_ECOLX	Protein YibB	yibB	unreviewed
A0A3Q0MSS6	A0A3Q0MSS6_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A6D0D7T8	A0A6D0D7T8_ECOLX	Sucrose-6-phosphate hydrolase (EC 3.2.1.26) (Invertase) (Fragment)		unreviewed
A0A6D0BXR3	A0A6D0BXR3_ECOLX	Uncharacterized protein		unreviewed
A0A6D0C4E6	A0A6D0C4E6_ECOLX	DUF4329 domain-containing protein (Fragment)		unreviewed
A0A6N8MB18	A0A6N8MB18_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A2T1LIG9	A0A2T1LIG9_ECOLX	Probable 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD (EC 3.5.1.n3)	arnD	unreviewed
A0A6D0C4U1	A0A6D0C4U1_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A7D7HK59	A0A7D7HK59_ECOLX	Multiple antibiotic resistance protein MarB	marB	unreviewed
A0A7L5KWY5	A0A7L5KWY5_ECOLX	Pyridine nucleotide-disulfide oxidoreductase		unreviewed
A0A6D0CX47	A0A6D0CX47_ECOLX	DNA translocase FtsK	ftsK	unreviewed
A0A6D0BWR4	A0A6D0BWR4_ECOLX	DUF697 domain-containing protein		unreviewed
A0A6D0D0K1	A0A6D0D0K1_ECOLX	Metallophosphoesterase		unreviewed
A0A7L5KYB1	A0A7L5KYB1_ECOLX	Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M)	map	unreviewed
A0A7L5L5C7	A0A7L5L5C7_ECOLX	Tail fiber protein		unreviewed
A0A4V4ZRZ8	A0A4V4ZRZ8_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)		unreviewed
A0A6D0C1N5	A0A6D0C1N5_ECOLX	Ribosome-associated ATPase/putative transporter RbbA	rbbA	unreviewed
A0A376P0L5	A0A376P0L5_ECOLX	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
A0A6D0CZ58	A0A6D0CZ58_ECOLX	DUF262 domain-containing protein		unreviewed
A0A6N8M6Y3	A0A6N8M6Y3_ECOLX	Uncharacterized protein		unreviewed
A0A6D0D751	A0A6D0D751_ECOLX	STAS domain-containing protein		unreviewed
A0A6D0D336	A0A6D0D336_ECOLX	Peptidase		unreviewed
A0A6N8NQE6	A0A6N8NQE6_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (Fragment)	aph(3'')	unreviewed
A0A4Z0TLK3	A0A4Z0TLK3_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A6N8MEA0	A0A6N8MEA0_ECOLX	IS5/IS1182 family transposase (Fragment)		unreviewed
A0A6D0C4D3	A0A6D0C4D3_ECOLX	MPN domain-containing protein (Fragment)		unreviewed
A0A7H4YRW3	A0A7H4YRW3_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaEC	unreviewed
A0A6D0C393	A0A6D0C393_ECOLX	Intermembrane phospholipid transport system permease protein MlaE		unreviewed
A0A7L5L5W3	A0A7L5L5W3_ECOLX	Chromosomal replication initiator protein DnaA	dnaA	unreviewed
A0A6N8M416	A0A6N8M416_ECOLX	NIPSNAP family protein		unreviewed
A0A7L5KZL0	A0A7L5KZL0_ECOLX	Glutaminase (EC 3.5.1.2)	glsB	unreviewed
A0A781HV56	A0A781HV56_ECOLX	DUF968 domain-containing protein		unreviewed
A0A7L5L208	A0A7L5L208_ECOLX	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS	unreviewed
A0A7L5KZI3	A0A7L5KZI3_ECOLX	Molybdopterin-dependent oxidoreductase		unreviewed
A0A6N8M5W5	A0A6N8M5W5_ECOLX	ATP-dependent RNA helicase HrpA (EC 3.6.4.13)	hrpA	unreviewed
A0A6D0CZI5	A0A6D0CZI5_ECOLX	Acetate CoA-transferase YdiF (EC 2.8.3.8)		unreviewed
A0A6D0BXU7	A0A6D0BXU7_ECOLX	Flagellar type III secretion system protein FlhB	flhB	unreviewed
A0A6N8M1U5	A0A6N8M1U5_ECOLX	Uncharacterized protein		unreviewed
A0A7L5KWQ0	A0A7L5KWQ0_ECOLX	Uncharacterized protein		unreviewed
A0A2P9ENB6	A0A2P9ENB6_ECOLX	16S rRNA (guanine(1405)-N(7))-methyltransferase (EC 2.1.1.179) (16S rRNA m7G1405 methyltransferase)	armA	unreviewed
A0A7L5KZQ5	A0A7L5KZQ5_ECOLX	Uncharacterized protein		unreviewed
A0A6D0BYL8	A0A6D0BYL8_ECOLX	DUF932 domain-containing protein		unreviewed
A0A6D0BUM3	A0A6D0BUM3_ECOLX	2-oxo-3-deoxygalactonate kinase (EC 2.7.1.58)		unreviewed
A0A6D0CZK6	A0A6D0CZK6_ECOLX	Ferric-rhodotorulic acid/ferric-coprogen receptor FhuE	fhuE	unreviewed
A0A6N8MBF7	A0A6N8MBF7_ECOLX	Uncharacterized protein		unreviewed
A0A6N8MBN1	A0A6N8MBN1_ECOLX	Tail fiber assembly protein		unreviewed
A0A6N8ME03	A0A6N8ME03_ECOLX	Reverse transcriptase domain-containing protein (Fragment)		unreviewed
A0A6N8MAS1	A0A6N8MAS1_ECOLX	Uncharacterized protein		unreviewed
A0A3A6RU01	A0A3A6RU01_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95) (Fragment)		unreviewed
A0A1Y2XKV6	A0A1Y2XKV6_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A6D0BMV2	A0A6D0BMV2_ECOLX	Phage repressor protein C		unreviewed
A0A6D0BXX1	A0A6D0BXX1_ECOLX	Copper-exporting P-type ATPase CopA	copA	unreviewed
A0A6D0D0H6	A0A6D0D0H6_ECOLX	AAA domain-containing protein		unreviewed
A0A5C8XHG0	A0A5C8XHG0_ECOLX	DNA (cytosine-5-)-methyltransferase (EC 2.1.1.37)		unreviewed
A0A6D0CYJ6	A0A6D0CYJ6_ECOLX	Type III secretion apparatus protein OrgA/MxiK		unreviewed
A0A7L5L084	A0A7L5L084_ECOLX	Phage tail protein		unreviewed
A0A6D0BZJ1	A0A6D0BZJ1_ECOLX	Colanic acid biosynthesis glycosyltransferase WcaL (EC 2.4.1.-)	wcaL	unreviewed
A0A7L5KW68	A0A7L5KW68_ECOLX	RNA polymerase sigma factor FecI	fecI	unreviewed
A0A7H9LYN5	A0A7H9LYN5_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A2T3TKR8	A0A2T3TKR8_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A6D0BV36	A0A6D0BV36_ECOLX	DUF4102 domain-containing protein		unreviewed
A0A6D0BTQ2	A0A6D0BTQ2_ECOLX	Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		unreviewed
A0A6D0BYL4	A0A6D0BYL4_ECOLX	NAGPA domain-containing protein		unreviewed
A0A7L5KZ06	A0A7L5KZ06_ECOLX	YcjX family protein		unreviewed
A0A3V0XZ16	A0A3V0XZ16_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A6D0C0V9	A0A6D0C0V9_ECOLX	ISAs1 family transposase		unreviewed
A0A6N8MD69	A0A6N8MD69_ECOLX	Cytosine-specific methyltransferase (EC 2.1.1.37)	dcm	unreviewed
A0A6D0DBJ3	A0A6D0DBJ3_ECOLX	HTH-type transcriptional regulator MalT (Fragment)	malT	unreviewed
A0A6D0BN09	A0A6D0BN09_ECOLX	PKcGMP_CC domain-containing protein		unreviewed
A0A6N8MD47	A0A6N8MD47_ECOLX	Fructuronate reductase (EC 1.1.1.57)		unreviewed
A0A6N8QL27	A0A6N8QL27_ECOLX	Multiple antibiotic resistance transcriptional regulator MarR	marR	unreviewed
A0A3Z8F7F5	A0A3Z8F7F5_ECOLX	Multidrug efflux pump accessory protein AcrZ (AcrAB-TolC multidrug efflux pump accessory protein AcrZ) (Acridine resistance protein Z)	acrZ	unreviewed
A0A0K2YV35	A0A0K2YV35_ECOLX	Beta-lactamase (EC 3.5.2.6)	bla_1	unreviewed
A0A6D0BSR1	A0A6D0BSR1_ECOLX	Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A)	pgpA	unreviewed
A0A3L5HEY4	A0A3L5HEY4_ECOLX	Aminoglycoside 3'-phosphotransferase (EC 2.7.1.95)		unreviewed
A0A7L5KYW0	A0A7L5KYW0_ECOLX	DUF4222 domain-containing protein		unreviewed
A0A376TSS5	A0A376TSS5_ECOLX	Bacitracin resistance protein (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase) (Undecaprenyl-diphosphatase)	uppP_1	unreviewed
A0A193LUV6	A0A193LUV6_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A7L5L3K8	A0A7L5L3K8_ECOLX	L-serine dehydratase (EC 4.3.1.17)	tdcG	unreviewed
A0A7L5L167	A0A7L5L167_ECOLX	Methyl-accepting chemotaxis protein IV	tap	unreviewed
A0A377CQN7	A0A377CQN7_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA_2	unreviewed
A0A6N8PQL0	A0A6N8PQL0_ECOLX	Macrolide ABC transporter ATP-binding protein/permease MacB	macB	unreviewed
A0A6D0BWQ6	A0A6D0BWQ6_ECOLX	Helix-turn-helix domain-containing protein		unreviewed
A0A6D0D5U2	A0A6D0D5U2_ECOLX	DNA topoisomerase (EC 5.6.2.1)	topB	unreviewed
A0A6D0BQM9	A0A6D0BQM9_ECOLX	Phage_Mu_F domain-containing protein		unreviewed
A0A6D0BV77	A0A6D0BV77_ECOLX	WYL domain-containing protein		unreviewed
A0A5D8SQJ5	A0A5D8SQJ5_ECOLX	Multiple antibiotic resistance transcriptional regulator MarR	marR	unreviewed
A0A6N8MCI2	A0A6N8MCI2_ECOLX	IS3 family transposase		unreviewed
A0A6D0D6W5	A0A6D0D6W5_ECOLX	DUF4868 domain-containing protein		unreviewed
A0A6D0BZF9	A0A6D0BZF9_ECOLX	Quinone-dependent D-lactate dehydrogenase (EC 1.1.5.12) (D-lactate dehydrogenase) (D-LDH)	dld	unreviewed
A0A6D0D411	A0A6D0D411_ECOLX	Uncharacterized protein		unreviewed
A0A6D0BZQ9	A0A6D0BZQ9_ECOLX	General secretion pathway protein GspM		unreviewed
A0A6D0BXP3	A0A6D0BXP3_ECOLX	Lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56)		unreviewed
A0A6D0D9T6	A0A6D0D9T6_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A6D0D7Y5	A0A6D0D7Y5_ECOLX	Recombinase		unreviewed
A0A3T4F1T4	A0A3T4F1T4_ECOLX	Phage tail assembly protein T		unreviewed
A0A7L5L2X5	A0A7L5L2X5_ECOLX	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)		unreviewed
A0A7L5L4D2	A0A7L5L4D2_ECOLX	50S ribosomal protein L4	rplD	unreviewed
A0A376LRY0	A0A376LRY0_ECOLX	DD-transpeptidase (EC 2.4.1.129) (EC 3.4.16.4) (Penicillin-binding protein 1A) (Penicillin-insensitive transglycosylase) (Penicillin-sensitive transpeptidase) (Peptidoglycan TGase)	mrcA_2	unreviewed
A0A7L5KXX3	A0A7L5KXX3_ECOLX	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC	unreviewed
A0A6D0BYG2	A0A6D0BYG2_ECOLX	Probable GTP-binding protein EngB	engB	unreviewed
A0A826TXC2	A0A826TXC2_ECOLX	Multiple antibiotic resistance protein MarB	marB	unreviewed
A0A6D0D2L7	A0A6D0D2L7_ECOLX	tRNA 2-selenouridine synthase (EC 2.9.1.3)	mnmH	unreviewed
A0A6D0D974	A0A6D0D974_ECOLX	Protein kinase		unreviewed
A0A2X7Q011	A0A2X7Q011_ECOLX	Multidrug resistance protein MdtH	yceL	unreviewed
A0A2K4P6Y1	A0A2K4P6Y1_ECOLX	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase)	arnB	unreviewed
A0A377C7C8	A0A377C7C8_ECOLX	Beta-lactamase (EC 3.5.2.6)	ampC	unreviewed
A0A6N8MB30	A0A6N8MB30_ECOLX	IS200/IS605 family element transposase accessory protein TnpB (Fragment)	tnpB	unreviewed
A0A6N8QKM8	A0A6N8QKM8_ECOLX	Bacitracin resistance protein (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase) (Undecaprenyl-diphosphatase) (Fragment)		unreviewed
A0A6D0D5V5	A0A6D0D5V5_ECOLX	Lysine-N-methylase		unreviewed
A0A6D0C1L0	A0A6D0C1L0_ECOLX	Cellulose biosynthesis protein BcsO	bcsO	unreviewed
A0A6D0D9V3	A0A6D0D9V3_ECOLX	Replication protein repL		unreviewed
A0A6D0DAI0	A0A6D0DAI0_ECOLX	Putative fimbrial-like adhesin protein		unreviewed
A0A6D0DG86	A0A6D0DG86_ECOLX	Recombinase		unreviewed
A0A7L5L1B4	A0A7L5L1B4_ECOLX	DUF4376 domain-containing protein		unreviewed
A0A6D0D8J1	A0A6D0D8J1_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A6N8PLS5	A0A6N8PLS5_ECOLX	Beta-lactamase (EC 3.5.2.6)	blaEC	unreviewed
A0A6N8M6T3	A0A6N8M6T3_ECOLX	Transposase (Fragment)		unreviewed
A0A7L5L4C3	A0A7L5L4C3_ECOLX	Host specificity protein J		unreviewed
A0A6D0C0T4	A0A6D0C0T4_ECOLX	ABC transporter permease subunit		unreviewed
A0A6D0BVF5	A0A6D0BVF5_ECOLX	Heme chaperone HemW	hemW	unreviewed
A0A3U1VCB5	A0A3U1VCB5_ECOLX	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase (EC 2.4.2.53) (Undecaprenyl-phosphate Ara4FN transferase) (Ara4FN transferase)	arnC	unreviewed
A0A7L5L468	A0A7L5L468_ECOLX	Purine ribonucleoside efflux pump NepI	nepI	unreviewed
A0A7L5L151	A0A7L5L151_ECOLX	O-acetylserine/cysteine exporter	eamA	unreviewed
A0A6D0D381	A0A6D0D381_ECOLX	MFS transporter		unreviewed
A0A6D0D0I1	A0A6D0D0I1_ECOLX	Phage tail protein		unreviewed
A0A5F1UQT3	A0A5F1UQT3_ECOLX	Multidrug resistance protein MdtH	mdtH	unreviewed
A0A6D0BZC0	A0A6D0BZC0_ECOLX	Uncharacterized protein		unreviewed
A0A7L5KVB2	A0A7L5KVB2_ECOLX	Uncharacterized protein		unreviewed
A0A6D0BUD8	A0A6D0BUD8_ECOLX	Diguanylate cyclase DgcM (EC 2.7.7.65)	dgcM	unreviewed
A0A7L5KZ29	A0A7L5KZ29_ECOLX	Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	fhuD	unreviewed
A0A6D0D3Z3	A0A6D0D3Z3_ECOLX	DUF2713 family protein		unreviewed
A0A6D0BZR1	A0A6D0BZR1_ECOLX	Type VI secretion system tip protein VgrG (Fragment)	tssI	unreviewed
A0A6D0DAP4	A0A6D0DAP4_ECOLX	Uncharacterized protein		unreviewed
A0A5F1DLR5	A0A5F1DLR5_ECOLX	Multidrug resistance protein MdtL	mdtL	unreviewed
A0A6N8MBT4	A0A6N8MBT4_ECOLX	Uncharacterized protein		unreviewed
A0A6D0BQK7	A0A6D0BQK7_ECOLX	Fimbrial usher protein YfcU	yfcU	unreviewed
A0A7B5PCS6	A0A7B5PCS6_ECOLX	Beta-lactamase (EC 3.5.2.6) (Fragment)	bla	unreviewed
A0A6D0BW13	A0A6D0BW13_ECOLX	Phage tail tape measure protein		unreviewed
A0A6D0D1D8	A0A6D0D1D8_ECOLX	Terminase		unreviewed
A0A6N8M7X9	A0A6N8M7X9_ECOLX	AlpA family phage regulatory protein		unreviewed
A0A6N8MBT6	A0A6N8MBT6_ECOLX	IS110 family transposase (Fragment)		unreviewed
A0A7L5L595	A0A7L5L595_ECOLX	Protein TusB (tRNA 2-thiouridine synthesizing protein B)	tusB	unreviewed
A0A2X7G3N4	A0A2X7G3N4_ECOLX	Multidrug resistance protein MdtG	mdtG	unreviewed
A0A6N8MBX3	A0A6N8MBX3_ECOLX	Porin		unreviewed
A0A6D0D4S5	A0A6D0D4S5_ECOLX	Anaerobic C4-dicarboxylate transporter		unreviewed
A0A6D0BTT6	A0A6D0BTT6_ECOLX	Potassium-transporting ATPase potassium-binding subunit (ATP phosphohydrolase [potassium-transporting] A chain) (Potassium-binding and translocating subunit A) (Potassium-translocating ATPase A chain)	kdpA	unreviewed
A0A6D0BRW5	A0A6D0BRW5_ECOLX	Lipoprotein GfcB	gfcB	unreviewed
A0A6D0BZ72	A0A6D0BZ72_ECOLX	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	hpaD	unreviewed
A0A377K386	A0A377K386_ECOLX	Bifunctional polymyxin resistance protein [includes: UDP-4-amino-4-deoxy-l-arabinose formyltransferaseUDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating] (EC 1.1.1.-)	arnA_2	unreviewed
A0A6N8PNJ3	A0A6N8PNJ3_ECOLX	Multiple antibiotic resistance transcriptional regulator MarR	marR	unreviewed
A0A6D0BYL6	A0A6D0BYL6_ECOLX	Uroporphyrinogen-III synthase (EC 4.2.1.75)	hemD	unreviewed
A0A4D9XL60	A0A4D9XL60_ECOLX	Beta-lactamase (EC 3.5.2.6) (Fragment)		unreviewed
A0A6N8M5D9	A0A6N8M5D9_ECOLX	DUF927 domain-containing protein		unreviewed
A0A6D0C0Y5	A0A6D0C0Y5_ECOLX	Tn3 family transposase (Fragment)		unreviewed
A0A6D0BZT3	A0A6D0BZT3_ECOLX	DNA-binding transcriptional activator TdcR	tdcR	unreviewed
A0A6D0BZD4	A0A6D0BZD4_ECOLX	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS	unreviewed
A0A6D0BQP4	A0A6D0BQP4_ECOLX	Replication protein		unreviewed
A0A376PHL0	A0A376PHL0_ECOLX	Uncharacterized protein		unreviewed
A0A3A6RIP9	A0A3A6RIP9_ECOLX	MFS transporter (Fragment)		unreviewed
A0A7L5L1Q5	A0A7L5L1Q5_ECOLX	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	aroH	unreviewed
A0A7L5L173	A0A7L5L173_ECOLX	Autotransporter YejO	yejO	unreviewed
A0A7L5KVI3	A0A7L5KVI3_ECOLX	Uncharacterized protein		unreviewed
A0A657DYH2	A0A657DYH2_ECOLX	Uncharacterized protein		unreviewed
A0A6D0C0F0	A0A6D0C0F0_ECOLX	Glutathione-disulfide reductase (EC 1.8.1.7)	gorA	unreviewed
A0A7L5KX23	A0A7L5KX23_ECOLX	Fimbrial usher FimD	fimD	unreviewed
A0A6D0BZ22	A0A6D0BZ22_ECOLX	ABC transporter substrate-binding protein		unreviewed
A0A376Y3N3	A0A376Y3N3_ECOLX	Bacitracin resistance protein (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase) (Undecaprenyl-diphosphatase)	uppP_1	unreviewed
A0A6D0DCW1	A0A6D0DCW1_ECOLX	Tyrosine-type recombinase/integrase		unreviewed
A0A6D0D3M9	A0A6D0D3M9_ECOLX	IS66-like element ISKpn24 family transposase (Fragment)		unreviewed
A0A6D0BX36	A0A6D0BX36_ECOLX	Transglycosylase SLT domain-containing protein		unreviewed
A0A6D0C585	A0A6D0C585_ECOLX	Uncharacterized protein (Fragment)		unreviewed
A0A7L5L4E0	A0A7L5L4E0_ECOLX	Phage tail tape measure protein		unreviewed
A0A6D0BRE3	A0A6D0BRE3_ECOLX	DUF2877 domain-containing protein		unreviewed
A0A6D0D8M0	A0A6D0D8M0_ECOLX	Recombination protein NinB		unreviewed
A0A6N8MB93	A0A6N8MB93_ECOLX	NinB protein		unreviewed
A0A6D0BMU4	A0A6D0BMU4_ECOLX	Recombination protein NinB		unreviewed
A0A6N8MFB5	A0A6N8MFB5_ECOLX	Reverse transcriptase domain-containing protein (Fragment)		unreviewed
A0A7L5L1D3	A0A7L5L1D3_ECOLX	Uncharacterized protein		unreviewed
A0A244B8Y3	A0A244B8Y3_ECOLX	Beta-lactamase (EC 3.5.2.6)		unreviewed
A0A6D0BS26	A0A6D0BS26_ECOLX	Bifunctional polymyxin resistance protein ArnA [Includes: UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) (ArnAFT) (UDP-L-Ara4N formyltransferase); UDP-glucuronic acid oxidase, UDP-4-keto-hexauronic acid decarboxylating (EC 1.1.1.305) (ArnADH) (UDP-GlcUA decarboxylase) (UDP-glucuronic acid dehydrogenase)]	arnA	unreviewed
A0A6D0D6U5	A0A6D0D6U5_ECOLX	Taurine ABC transporter permease TauC	tauC	unreviewed
A0A6D0D6M8	A0A6D0D6M8_ECOLX	3-ketoacyl-ACP reductase		unreviewed
A0A6D0BRN5	A0A6D0BRN5_ECOLX	Uncharacterized protein		unreviewed
A0A6N8MC19	A0A6N8MC19_ECOLX	Exodeoxyribonuclease III		unreviewed
A0A6D0BSG9	A0A6D0BSG9_ECOLX	Uncharacterized protein		unreviewed
A0A7L5L4T9	A0A7L5L4T9_ECOLX	L(+)-tartrate dehydratase subunit alpha	ttdA	unreviewed
A0A7L5L1K0	A0A7L5L1K0_ECOLX	Siderophore yersiniabactin receptor FyuA	fyuA	unreviewed
A0A5C8YK38	A0A5C8YK38_ECOLX	Host specificity protein J		unreviewed
A0A3T6AYZ5	A0A3T6AYZ5_ECOLX	Macrolide ABC transporter ATP-binding protein/permease MacB	macB	unreviewed
